Company Name,Year_Funded,Founded_in,Industry,Round/Series,Amount,Location,About Company,Investors,Revenue 2018,Revenue 2019,Revenue 2020,Revenue 2021,Revenue 2022,Revenue 2023
Monech,2020,2017.0,Fintech,Seed Round,994675.32,Mumbai,Automated platform which will help users to take their financial decisions,Angel investors,1567158.3862862800,1517612.42197046,1521243.5189020200,1986514.894382640,1841846.3752286000,2002246.6443768000
Teach Us,2020,2017.0,Edtech,Seed Round,1700621.22,Unknown,Educational portal which enables the students to access information related to education at one common platform,Angel investors,2141671.850036020,2302017.032192690,3285559.6540006100,3051670.008315310,2896409.473705600,3393117.522951720
Dealberg,2020,2017.0,B2B marketplace,Unknown,868716.13,Bengaluru,Deals in office supplies,Undisclosed,1321696.239373180,1179225.861853200,1377513.0946376600,1814174.9675798500,1818751.855893660,1626265.7334541800
Phenom People,2020,2010.0,HR tech,Series C,915639.65,Unknown,It redefines the means to search for a job and recruit top talent,WestBridge Capital,1324135.2992754800,1196946.1048751600,1515986.0263515200,1497511.380945690,1638400.7838304900,1681855.716129170
Extra Edge,2020,2017.0,Edtech,Pre Series A,596161.95,Pune,Admission Marketing Automation software for the education industry,"Sprout Venture Partners, Indian Angel Network",812021.1240611530,981596.2417493010,922347.1307485310,1237152.427771650,1247342.2572300600,1235599.613722410
Capital Quotient,2020,2016.0,Fintech,Unknown,1465945.79,Bengaluru,Investment advisor,Undisclosed,2266418.5141131300,1939154.5379446200,2424210.336602210,2627908.714235630,2641129.863277950,3150247.776411310
Karfa,2020,2017.0,Ecommerce,Seed Round,1506091.93,New Delhi,It sells products crafted by artisans,Undisclosed,1944909.8866561300,2269396.2765558500,2181067.09373654,2319198.215996400,2999074.542194630,3210923.7186175200
Gamerji,2020,2019.0,Gaming,Unknown,557625.34,Unknown,Esports tournament platform,La Gajjar Group,651213.434276574,963401.1867521400,954411.3522215690,1069654.516023400,990466.8604400640,1024756.7174881600
Bounce,2020,2014.0,Automotive and Rentals,Series D,1007700.48,Bengaluru,Offers a variety of bikes and scooters that can be rented on a subscription basis,"Accel Partners, B Capital",1616456.7957056400,1479888.419119590,1957273.3216720800,1854664.1785830900,2173395.522903770,1949483.2708585700
Zinier,2020,2015.0,Automation,Series C,981233.63,Bengaluru,Provides intelligent field service automation,ICONIQ Capital,987903.3171687210,1538915.8411604300,1404202.287887140,1488927.149140330,1654706.4183150600,2105806.2070242400
ProEves,2020,2016.0,Preschool Daycare,Seed Round,1686255.4,New Delhi,"Provides tech-enabled, end-to-end childcare support solutions for corporate and retail consumers",1Crowd,1903432.6330138400,2212033.7977444000,2945938.645321240,3232137.5031062800,3218424.584356530,4045287.8883503700
Toddle,2020,2017.0,Unknown,Unknown,1207551.56,Bengaluru,Collaboration and productivity platform for teachers across the world,Matrix Partners India,1604583.646703570,2286386.086713040,2191504.217235590,2127499.7111486200,2381687.267136880,2470895.472490760
Aesthetic Nutrition,2020,2018.0,Food diet,Pre Series A,1958012.06,Unknown,Markets and sells chewable dietary supplements,DSG Consumer Partners,2344086.2302759100,3138832.664631920,3362723.414968220,3425902.423623490,3845972.859556940,3857755.1562255400
Capital Float,2020,2013.0,Fintech,Unknown,587815.85,Bengaluru,Digital lending,"Sequoia Capital, Ribbit Capital, Amazon, Saif Partners",962631.8863195540,1074827.7017558200,959910.2285061260,1197514.1643646400,1191280.9645673400,1462070.0966630900
TechnifyBiz,2020,2017.0,B2B Agritech,Seed Round,1089234.17,Unknown,Online marketplace for non-perishable food items,"Omnivore, Insitor Impact Asia Fund",1524309.0278265800,1513889.689607220,2069169.10371675,2259365.553582860,2114148.521615390,2316927.2671274300
Wysh,2020,2019.0,E-connect,Series A,1510277.79,Hyderabad,Celebrity engagement and wishing platform,Kalaari Capital,2448489.7446694700,2604057.6023584900,2437704.0538208500,2317280.3451904200,3080340.1983272200,3614003.8680758600
Keito,2020,2016.0,AI,Seed Round,1893858.32,Pune,Enterprise productivity startup,Suma Soft Pvt Ltd,3086821.755166930,3516830.923845850,3017204.74013866,3034171.402774910,3454564.4317295800,3683025.4807166200
Klub,2020,2019.0,Fintech,Pre seed round,1111731.59,Unknown,Provides growth financing to high-affinity brands,Sequoia Surge,1503281.5720555200,1681239.5733537600,1829463.263200420,2121767.7017408100,2038158.9350840300,2769742.0332538800
Aadhar,2020,2017.0,Ecommerce,Seed Round,753388.88,Mumbai,Ayurveda wellness and lifestyle consumer brand,"Sprout Venture Partners, JITO Angel Network, LetsVenture",1229797.1244707300,1132633.7930928800,1408898.6199624800,1316228.986929810,1549182.9354033600,1524380.553687960
IncubateHub,2020,2017.0,Tech hub,Unknown,1035973.82,Bengaluru,Provides platform for Corporates to connect establish brand presence among innovation community,Venture Catalysts,1181560.5287679900,1423120.0142993400,1605662.1281893400,1861231.0165598000,1837753.6326855000,1930100.522013110
Rage Coffee,2020,2017.0,FMCG,Unknown,1568734.01,New Delhi,Provides effective Instant Coffee Infused with Natural Brain Vitamins & Plant Based Cognitive Enhancers,Refex Capital,2531647.7858143300,2860651.503979890,2877144.3351569000,2776957.008857450,2764862.670057010,3679149.2199924900
Skilancer,2020,2017.0,Technology,Unknown,589837.04,Noida,Solar module cleaning system [MCS] providers,Venture Catalysts,672088.4649283360,1012967.8520326400,1082970.4866464200,1041584.1303496600,1260711.1014764600,1131674.0561576400
Harappa Education,2020,2017.0,Edtech,Unknown,1666813.88,New New Delhi,Provides online courses on foundational skills,James Murdoch-led Lupa Systems,2822366.2880567200,2802675.0901533700,2892132.63239715,2881994.570213450,3109103.0270527400,3223723.3569069600
Rheo,2020,2017.0,Entertainment,Unknown,1221426.41,Unknown,Online e-sports streaming and community platform,"Lightspeed Venture Partners, Sequoia Surge",1371923.6011736500,2258946.253004850,2086415.182768600,2243191.242891020,2466346.1707109500,2893260.880011800
Axio Biosolutions,2020,2017.0,Medtech,Series B,701589.07,Bengaluru,Medical device manufacturer,Omidyar Network India,711043.1189399530,1214655.8756705900,1267616.4442222500,1064947.0899447600,1517317.9529270100,1741971.5911639100
Techbooze,2020,2017.0,Consultancy,Series A,1890243.78,Unknown,"Business Development, Consulting and Funding facilitator for Startups Enterprise",Space Capital,2079661.0803661000,2991083.3809248200,2693551.629550940,3012330.6173850200,3564097.739872200,3792309.5753807400
PayMart,2020,2015.0,Fintech,Unknown,1968377.97,Chandigarh,Provides cardless cash withdrawals through small merchants shops,"IIM Ahmedabad’s incubator (CIIE.CO),Chandigarh Angels Network",2854414.3198285200,3673863.3507878800,3589738.762595650,3373305.215082930,3158854.820470510,4846677.2209454400
Testbook,2020,2017.0,Edtech,Series B,1812658.45,Unknown,Helps students prepare online for competitive exams,Iron Pillar,2107165.5511498900,2880218.204563320,3155509.826738210,2760134.263378130,3816054.0472262900,4140185.164649790
FabAlley,2020,2012.0,Ecommerce,Unknown,1502893.95,Noida,Online fashion store,Trifecta Capital,2049534.6800303400,2348367.6033714800,2125886.900911980,2476373.8088865100,2432637.6313369500,3630639.6652035700
HaikuJAM,2020,2017.0,Unknown,Unknown,1991184.59,Unknown,Creative writing mobile platform,"Lightbox. Social Capital, Dunce Capital",3067363.8710905700,3144128.4036859500,3181401.0020113200,3768642.7594327600,4067479.145242580,4598695.843212260
Mamaearth,2020,2017.0,Ecommerce,Series A,954730.35,Unknown,Online baby and mother care brand,Sequoia India,1605659.9976462900,1418751.0999247700,1704514.9254535900,1516516.1611466700,2038909.6621937300,2022178.5375770300
Rentomojo,2020,2014.0,Rental,Unknown,1696631.13,Unknown,"Furniture, electronics, and appliance-centric consumer leasing platform",GMO Payment Gateway,2241157.9330535600,2788636.006926100,3353991.5883167200,3227346.2877413200,3475398.11933355,3615986.560748720
Zomato,2020,2017.0,Foodtech,Unknown,1721413.62,Unknown,Online food delivery and restaurant discovery platform,Ant Financial,1778582.5880979500,2338398.1079618500,2851585.072066000,2765822.7005619100,3713542.0884159300,3131401.361587010
Byju’s,2020,2014.0,Edtech,Unknown,1631951.98,Unknown,Provides online learning classes,Tiger Global,2147218.0290492500,2973982.29478993,2299661.372983870,3295696.399651280,2861274.5310948200,3499704.0537681100
Generico,2020,2017.0,Pharmacy,Unknown,1548560.5,Mumbai,Generic medicine focussed retail chain,Alteria Capital,2377464.6642853800,2040989.9233672400,2815128.2035617800,3036017.1605098500,3174606.893220160,3434681.1536555500
HighRadius,2020,2016.0,SaaS,Series B,1712044.8,Hyderabad,"An AI-based platform, to automate accounts receivables and treasury processes.",ICONIQ Capital,2231257.9616948200,3035674.6975872100,2820272.7976880300,3068675.1986187100,3550181.054369890,4206067.866636580
Chai Kings,2020,2017.0,Beverage,Unknown,885528.51,Chennai,It offers a range of tea in various flavour,The Chennai Angels (TCA),1187259.504033610,1424184.7738995100,1768872.2928247000,1802304.305198290,1913255.2714955000,1693221.6921849000
Rivigo,2020,2014.0,Logistics,Series F,734086.09,Gurugram,"It offers delivery services across India to retail, e-commerce, pharmaceutical, automobile and FMCG companies",Trifecta Capital,1015925.012011150,1202055.6298851200,1139385.0233695200,1463776.1621508400,1435907.4804108600,1522211.69884439
BuildPan,2020,2019.0,SaaS,Seed Round,1985581.63,Indore,"It helps developers to test, integrate and deploy apps","HNIs in India, Japan, and the US",3338235.5095114000,3070489.673122170,2935124.2747691300,3395783.164250880,3692566.9665079700,3863377.966118890
Shiksha,2020,2008.0,Edtech,Unknown,925263.35,Unknown,It makes college selection easy for students looking to pursue UG and PG courses in India and abroad,Mumbai Angels Network,1386197.6273558900,1354498.2969976800,1450350.9679765400,1442823.2208897300,1837533.7749718300,1764724.5830862400
Super Surfaces,2020,2017.0,Deisgning,Series A,1355152.78,Hyderabad,A design solution based company,Vishnu Reddy,1828771.6079477600,2079951.309904050,1970244.5144808300,2480951.571409250,2357707.516655040,2687106.319112330
Quicko,2020,2017.0,Taxation,Unknown,787876.76,Ahmedabad,Online tax planning and filing platform,"Zerodha fintech fund, Rainmatter",935403.4906733980,1347630.1067821700,1306370.5692903300,1375574.3617545000,1271913.0649148600,1432409.5409085400
Satin Creditcare,2020,2017.0,Fintech,Unknown,564076.68,Gurugram,A micro finance company,Austrian Bank,787032.1698729050,775967.7693140640,832750.0351133100,1067219.1762391700,1063514.493478960,1330034.373848230
XpressBees,2020,2015.0,Logistics,Unknown,1191396.22,Unknown,Provides end to end supply chain solutions,Alibaba,1814895.2398778900,1571148.7035765900,1777073.3271413600,2473440.3311767800,2417511.660320780,2194065.2703612300
FarmERP,2020,2001.0,Agritech,Series A,1209348.42,Pune,Smart agriculture management ERP software platform,TechnoGen,1620935.3100496200,2005353.1069469600,1996992.0498894500,1955388.6676991200,2499490.5417857500,2961365.6759874100
Wealth Bucket,2020,2018.0,Fintech,Unknown,1667243.69,Unknown,An online platform for mutual fund investments,"NorthStar, Vinod Khatumal",1708693.6336367200,2621395.9433286500,3038425.253845370,3467678.9310476300,2800998.8384609300,3140185.7745958300
GoMechanic,2020,2016.0,Automobile Technology,Series B,1029283.19,New Delhi,Find automobile repair and maintenance service providers,"Chiratae Ventures, Sequoia Capital, Orios Venture Partners",1096512.456172050,1417836.5010868000,1601477.262118590,2062888.9510778200,1773684.8403154500,2266285.6846686600
Fashor,2020,2017.0,Fashion,Pre Series A,726013.55,Chennai,Women’s fashion and apparel,Sprout venture partners,1060720.908975960,1307482.6791245800,1053609.1661382300,1230861.675516210,1457935.1713756100,1551965.0648091100
Leverage Edu,2020,2017.0,Edtech,Unknown,922111.98,New Delhi,AI enabled marketplace that provides career guidance,"DSG Consumer Partners, Blume Ventures",1448328.899682090,1459637.6246848300,1341709.2945480100,1567226.129896280,1767281.0025159300,2290886.8123549200
EpiFi,2020,2017.0,Fintech,Seed Round,960122.63,Unknown,It offers customers with a single interface for all their financial and banking mandates,"Sequoia India, Ribbit Capital",1365560.5511585800,1472848.5652292100,1544365.2550654300,1858195.8766938200,2104346.7289259100,1939440.7742027200
Purplle,2020,2012.0,Cosmetics,Unknown,1925769.09,Mumbai,Online makeup and beauty products retailer,Verlinvest,2254647.7051555600,2779501.776396220,3207017.4748164300,3469242.9312937000,3474477.763016760,4629279.415292370
Shuttl,2020,2015.0,Transport,Series C,1666026.65,New Delhi,App based bus aggregator serice,SIG Global India Fund LLP.,2110397.670867810,2661786.0297912500,2613669.0849567500,2953640.444010870,2911694.1395051900,3466919.574370220
Unbox Robotics,2021,2020.0,AI startup,Pre-series A,777498.97,Bengaluru,"Unbox Robotics builds on-demand AI-driven warehouse robotics solutions, which can be deployed using limited foot-print, time, and capital.","BEENEXT, Entrepreneur First",1191571.40392269,1306595.322377020,1504782.009833070,1190777.1653430500,1628502.8014325200,1789334.4679092100
upGrad,2021,2020.0,EdTech,Unknown,990849.55,Mumbai,UpGrad is an online higher education platform.,"Unilazer Ventures, IIFL Asset Management",1651367.1135479700,1787639.422141760,1437173.560326610,1607512.148423770,2149524.1397998600,1837301.0576905700
Lead School,2021,2015.0,EdTech,Series D,895420.98,Mumbai,LEAD School offers technology based school transformation system that assures excellent learning for every child.,"GSV Ventures, Westbridge Capital",1009120.9519011700,1424355.3615377500,1779694.3307876800,1616996.9069637100,1959609.3368419300,2034645.1367371400
Bizongo,2021,2016.0,B2B E-commerce,Series C,1955825.95,Mumbai,Bizongo is a business-to-business online marketplace for packaging products.,"CDC Group, IDG Capital",2258751.8578661600,3540008.550286890,3668216.785308940,3100682.734539560,4302365.739401930,3737722.3717550800
FypMoney,2021,2016.0,FinTech,Seed,619333.38,Gurugram,"FypMoney is Digital NEO Bank for Teenagers, empowering them with financial literacy and ease of secured financial transactions.","Liberatha Kallat, Mukesh Yadav, Dinesh Nagpal",813986.1045087590,924390.6307576130,968037.5971106450,1289912.6384492100,1042105.9597452700,1172367.4073167500
Urban Company,2021,2014.0,Home services,Unknown,1580237.73,New New Delhi,"Urban Company (Formerly UrbanClap) is a home and beauty services platform in India, Middle East, Singapore and Australia",Vy Capital,1976914.179984870,2333257.4605016300,2326429.5241345000,2890406.0703874200,2684997.7955286100,3514156.5948426400
Comofi Medtech,2021,2016.0,HealthTech,Unknown,612747.7,Bengaluru,Comofi Medtech is a healthcare robotics startup.,"CIIE.CO, KIIT-TBI",1038047.5361731700,895542.9429897580,952365.8128876270,1040968.6490930800,1276508.3979497400,1262863.7681621800
Qube Health,2021,2015.0,HealthTech,Pre-series A,1142510.86,Mumbai,India's Most Respected Workplace Healthcare Management Company,Inflection Point Ventures,1277816.5877095000,1606714.795816250,1745796.7365595100,2061576.5201893800,1910335.0546231800,2745234.5142258100
Vitra.ai,2021,2012.0,Tech Startup,Unknown,1819387.77,Bengaluru,Vitra.ai is an AI-based video translation platform,Inflexor Ventures,1846407.217312710,2625950.849027630,3138979.6422693400,3095119.8830844200,3128060.71217256,3960336.671710580
Taikee,2021,2015.0,E-commerce,Unknown,1318190.1,Mumbai,"Taikee is the ISO-certified, B2B e-commerce platform of Peel-Works, enabling better lives for corner stores.",Unknown,1569746.1024656500,1753683.7563964200,2169649.5059029300,2480051.7412445100,2807332.4459741700,2636558.3754764000
